id,title,overview,genres,tags,poster_path,release_date
12230,101마리 강아지,"연애도, 사랑도 하지 않고 매일 작곡만 하는 로저는 영리한 달마티아 개 퐁고의 작전으로 도도한 여성 아니타와 사랑에 빠지게 되고, 결국 결혼에 성공한다. 퐁고 역시 아니타의 애완견인  페르디타와 결혼한다.  페르디타는 곧 15마리의 강아지를 낳는다. 한편 아니타의 동창이자 엄청난 부자인  크루엘라는 모피라면 정신을 차리지 못하는 악녀로, 아름다운 달마티아 개의 가죽을 모피로 만들기 위해 새끼 강아지들을 납치한다.구출 작전에 돌입한 퐁고와 페르디타는 크루엘라의 낡은 성에서 자신들의 새끼 15마리 외에도 이미 잡혀와 있던 84마리의 새끼 달마티아 개들을 발견하는데...",모험 애니메이션 코미디 가족,"london, england cartoon villain puppy dog dalmatian female villain",https://image.tmdb.org/t/p/w500/okwApA8HNq20QDsQkcGZP2xluN5.jpg,1961
9325,정글북,"벵골호랑이 쉬어칸의 습격으로 부모를 잃은 모글리는 정글에서 조난당하게 된다. 흑표범 바기라가 모글리를 발견하고 늑대 무리에서 갓 새끼를 낳은 라마, 라쿠샤 부부가 모글리를 키우게 된다. 한편 호랑이 쉬어칸이 정글에 돌아왔다는 소문이 퍼지자 늑대들은 모글리의 안전을 위해 그를 인간 세계에 돌려 보내기로 한고, 바기라와 함께 모글리는 긴 여정을 떠난다. 카아라는 굶주린 비단뱀의 유혹으로부터 도망쳐 코끼리 군단속에 휩싸이기도 했던 모글리는 태평스런 곰을 만나 아주 가까운 친구가 된다. 하지만 모글리는 독수리와는 친구이지만 호랑이와는 적인 질투심 많은 원숭이왕에 의해 납치되고 마는데...",가족 애니메이션 모험,based on novel or book narration human animal relationship cartoon villain musical feral child,https://image.tmdb.org/t/p/w500/kIeCIEvO0gaihxZIOL5tTXqCZHR.jpg,1967
10112,아리스토캣,"1910년 파리, 고양이 더치스와 그녀의 새끼 세 마리는 부유한 마나님 댁에서 더할 나위 없는 생활을 하고 있다. 안락한 보금자리, 최고급 식사는 물론이고, 자기 개발을 위해 꼬마 숙녀 마리와 장난꾸러기 베를리오즈는 음악 공부를, 터프한 꼬마 뚤루즈는 미술 공부를 할 정도다. 홀로 되신 마님은 더치스와 새끼 고양이들을 너무나 사랑해 모든 유산을 고양이들 앞으로 남기겠다는 유언장까지 작성한다. 만약 고양이들이 모두 죽는다면 오랜 동안 마님의 곁에서 일해온 집사 에드가에게 그 유산이 돌아가도록 했다. 문제는 에드가가 이 유언장의 내용을 엿들어버린 것인데...",애니메이션 코미디 가족 모험,"paris, france return butler cartoon villain suspension inheritance",https://image.tmdb.org/t/p/w500/njB18Xiv0zhmUliaiRgXKRAlRuZ.jpg,1970
11886,로빈 훗,"용맹스런 사자왕 리차드가 십자군 전쟁에 나간 사이 교활한 존 왕자가 왕위를 차지한다. 존 왕자는 간사한 히스 경을 오른팔로 삼아 백성들로부터 무리하게 세금을 걷어들여 원성이 자자했다. 선량하고 힘없는 백성들에게 유일한 희망은 로빈 후드 뿐. 셔우드 숲 속에 사는 의적 로빈 후드와 그의 부하 리틀 존은 부자들의 금을 훔쳐다가 몰래 가난한 사람들에게 나누어주곤 한다. 어느 날 두 사람이 얘기를 나누고 있는데 돈 냄새가 물씬 풍겨온다. 존 왕자가 탄 황실 마차가 근처를 지나던 것. 집시 점쟁이 여인으로 분장한 로빈과 리틀 존은 한껏 왕자를 치켜올려주며 정신을 빼놓고는 반지와 황금, 의복 등을 모두 빼앗아 달아나는데...",애니메이션 가족 모험,hero right and justice fox cartoon villain robin hood forest,https://image.tmdb.org/t/p/w500/fU2lKgnOhxtepnSgtIoSPavayeq.jpg,1973
250480,곰돌이 푸의 모험,"66~74년에 발표했던 곰돌이 푸 시리즈의 단편 3개를 재편집한 극장용 장편 만화영화. 알란 알렉산더 밀네가 아들의 곰돌이 인형 위니 더 푸를 보고 착안해 쓴 1920년대 동화를 원작으로 한다. 곰돌이 푸는 배가 좀 나오고 어리석긴 해도, 너무나 사랑스러운 친구다. 푸와 그의 친구들은 헌드레드 에이커 우즈에 사이좋게 살면서 문제가 생기면 크리스토퍼 로빈에게 달려가 도움을 받곤 한다. 벌들 몰래 꿀을 먹으려는 곰돌이 푸의 고생담인 곰돌이 푸 이야기, 푸가 친구 피그렛과 함께 홍수를 만나는 피그렛 이야기, 남들 놀래키기를 좋아하는 호랑이 티거의 버릇을 고쳐주는 티거 이야기 등 세 편으로 구성됐다.",애니메이션 가족 모험,cartoon clip show dream sequence short compilation cartoon bear playful cartoon donkey,https://image.tmdb.org/t/p/w500/wRypxSKC1zQuDF9DfyutdYa7ums.jpg,1977
11319,생쥐 구조대,"생쥐 버나드와 비앙카의 직업은 유엔 본부의 지하실에 자리잡은 국제 생쥐 구조대의 비밀첩보 요원. 어느날 마담 메두사에게 시달림을 받고 있던 고아 소녀 페니가 보낸 구조 요청 편지가 도착한다. 그녀는 엄청난 가치의 보석의 행방을 알고 있다는 이유로 악당 마담 메두사에게 납치돼 시달림을 당하고 있는 상태. 딱한 사정을 알게 된 국제 생쥐 구조대는 버나드와 비앙카 요원을 급히 파견하고 둘은 그녀를 구해내기 위한 일생일대의 모험을 시작한다. 신천옹 오빌, 잠자리 에빈루드와 같은 친구들의 전폭적인 도움을 받으며 버나드와 비앙카는 악어들의 호위 속에 접근조차 어려운 마담 메두사의 소굴로 들어가는데...",판타지 가족 애니메이션 모험,rescue kidnapping mouse cartoon villain rescue mission baby-snatching,https://image.tmdb.org/t/p/w500/iJK9mnZ1MavPKPRDIejS5DxAcj.jpg,1977
10948,토드와 코퍼,"엄마 잃은 꼬마 여우 토드는 숲속 친구들의 도움으로 마음씨 좋은 드위드 할머니 댁에서 살게 되고, 이웃집 사냥꾼 에이모스는 어린 사냥개 코퍼를 데려와 키우게 된다. 서로 적이 될 것이라는 사실을 모른채, 어느날, 토드는 바깥 구경을 나갔다가 코퍼를 보게 되고 둘은 금방 친구가 된다. 영원한 우정을 약속한 둘은 코퍼의 기나긴 사냥여행으로 잠시 헤어지게 된다. 시간이 흘러 사냥 여행을 다녀온 코퍼는 의젓한 사냥개가 되었고, 코퍼에게 인사하러 갔던 토드는 늙은 사냥개 치프와 에이모스에게 쫓기는 신세가 된다.
   토드는 이리저리 도망치다 결국 코퍼에게 발견되지만, 코퍼는 이번 한 번만 봐주겠다며 그를 놓아준다. 하지만, 뒤늦게 토드를 발견한 치프는 토드를 뒤쫓다가 다리에서 떨어져 다리가 부러지는 부상을 입게 되고, 이에 코퍼는 토드에게 복수를 다짐한다. 한편, 에이모스에게 쫓기는 토드가 걱정된 할머니는 멀리 사냥 금지 구역에 토드를 놓아 준다. 할머니의 품을 떠나서 홀로 야생의 세계에 적응을 하려 애쓰던 토드는 예쁜 여자친구 빅사를 만나서 모처럼 즐거운 시간을 보내는데.",모험 애니메이션 드라마 가족,friendship based on novel or book fox coming of age dog animals hunting,https://image.tmdb.org/t/p/w500/yGbS7zQB7lzuprXi794fQe3VoX.jpg,1981
10957,타란의 대모험,"프라이데인(Prydain) 땅에 사는 타란(Taran: 그랜트 바드슬레이 목소리 분)은 몽상하기 좋아하는 돼지치기인데 어느날 그의 최고 돼지인 헨웬이 마법의 투시력을 소유하고 있다는 것을 알게 된다. 그의 주인인 달벤(Dallben: 프레디 존스 목소리 분)은 검은 가마솥을 찾기위해 돼지의 힘을 이용하려하는 사악한 뿔왕(Horned King: 존 허트 목소리 분)으로부터 헨웬을 숨기기 위해 타란과 함께 금지된 숲속으로 보낸다. 그 검은 가마솥을 찾게 되면 뿔왕은 무적의 불사전사군단을 갖게 되어 세계를 지배할 것이기 때문이다. 숲속에서 타란은 털복숭이 작은 동물인 그루기(Gurgi/Doli: 존 바이너 목소리 분)를 만나게 되는데 그 순간 뿔왕의 나르는 용인 그위타인츠가 나타나 헨웬을 나꿔채가고 그루기는 자기만 도망친다. 타란은 그 용을 쫑아 뿔왕의 검은 성까지 오게 되고, 뿔왕은 그에게 헨엔으로 하여금 가마솥을 찾아내도록 하라고 명령한다. 그는 돼지를 잡아들고 도망치려하며, 돼지는 도망시키지만 자신은 잡히고 만다. 지하동굴에 갇힌 타란은 아일로니 공주(Eilonwy: 수잔 셔리단 목소리 분)를 만나게되고, 둘은 함께 성의 중심부를 통해 탈출을 한다. 도중에 타란은 고대 전사의 검을 발견하고, 또한 잡혀있던 나이먹은 시인 플류더 플램(Fflewddur Fflam: 니겔 호손 목소리 분)도 구해낸다. 왕의 부하들이 이 세 사람을 쫓아오지만, 타란이 새로얻은 마법의 검덕분에 무사히 탈출한다. 숲에 도착한 3인은 그루기와 다시 만나게 되고 그를 따라 요정들의 지하세계로 가게 된다. 그곳에서는 작은 요정들이 헨웬을 숨겨주고 있었다. 그들은 타란을 3명의 마녀인 오르두(Orddu: 에다 레이스 메린 목소리 분), 오르고츠(Orgoch: 빌리 헤이스 목소리 분), 오르웬(Orwen: 아델 마리스-모리 목소리 분)의 집으로 보내어 가마솥을 찾으라 일러준다. 타란은 뿔왕의 야심을 좌절시키기 위해 가마솥을 파괴할 것을 맹세한다.",애니메이션 모험 가족 판타지,witch based on novel or book pig magic sword fairy villain,https://image.tmdb.org/t/p/w500/ewe9v6hZWkbchNpX7xI7GvzZjdQ.jpg,1985
9994,위대한 명탐정 바실,"1897년 영국 런던에서 올리비아라는 쥐 소녀가 생일을 맞았는데 그녀의 아버지가 유괴당했다. 올리비아는 아버지를 찾아줄 사람을 찾다가 군 복무에서 돌아온 데이빗 도슨 박사와 만나고, 둘은 바실에게 도움을 요청하는데, 이야기를 들은 바실은 라티건 교수가 벌인 일이 틀림없다고 한다. 그는 올리비아와 도슨 그리고 개 토비와 함께 라티건을 추적하기 시작한다. 그러나 도중에 올리비아는 라티건에게 납치당하고...",애니메이션 가족 미스터리 범죄 모험,"london, england detective queen mouse villain victorian england thug",https://image.tmdb.org/t/p/w500/3XpOZuuc632bNgmhB4YNDPufH31.jpg,1986
12233,올리버와 친구들,"월트 디즈니의 27번째 만화영화. 이 작품은 흥행면에서 상당히 우수한 성적을 거둔 작품으로서 역시 컴퓨터 그래픽이 많이 개입된 작품입니다. 여기서 컴퓨터 그래픽이라고 하는 것은 컴퓨터가 만든 이미지를 애니메이션에 합성하여 나타나는 것 뿐 아니라, 채색, 셀제작 과정 등에 활용되는 것도 포함하는 것이다. 현대의 인건비 상승이 애니메이션 제작에 압박 요인으로 작용하는 상황에서 이 방법은 제작비를 절감토록 하여 좋은 작품의 개발에 무척 도움을주는 방향으로 작용한다.
   이제 디즈니 스튜디오는 흔들거리던 모습을 차츰 재 정비하는 방향으로 나아가고 있었다. 전작인 의 성공을 통해 제작 능력에 대한 자신감을, 으로서 아직 만화영화의 시장에 충분한 잠재력이 존재하고 있음을 확인하였고, 마침내 오랜만에 흥행의 성공작을 만들어 내었다.
   찰스 디킨스의 소설을 각색하여 뉴욕을 무대로 바꾸엇다. 고아인 고양이 올리버는 맨하탄의 깡패 다져에게 끌려가 소매치기와 어울리는데 그들의 두목은 악당 페긴이다. 부잣집 딸 제니가 올리버를 데려다자기집에서 키우자, 페긴의 한패인 사이크스가 제니와 올리버를 납치하고친구들이 이들을 구출한다.
   페이건은 디킨스의 원작에서 아이들에게 소매치기 훈련을 시키는 것처럼 개들에게 도둑질을 가르치는 사람이다. 이것이 아마도 올리버와 친구들이 올리버 트위스트와 가지는 유일한 공통점일 것이지만, 그것은 큰 문제는 되지 않는다.",애니메이션 코미디 가족,new york city based on novel or book butler cartoon villain musical poodle,https://image.tmdb.org/t/p/w500/h1vX2OnBwV1bre5qO335KxPfIwh.jpg,1988
10144,인어공주,바다의 왕 트리톤의 막내딸 에리얼은 사랑스럽고 아름다운 목소리를 가져 모든 이들의 사랑을 독차지하고 있다. 인간 세계에 대한 왕성한 호기심을 갖고 있던 에리얼은 어느날 인간 세상 근처에 갔다가 생일 파티 중인 왕자를 보고 한눈에 반한다. 배가 폭풍을 만나 바다에 빠진 왕자를 구한 에리얼은 그를 진심으로 사랑하게 되고 그의 곁에 있고 싶어한다. 그 사실을 알게 된 마녀 우슬라는 에리얼에게 다리를 주는 대신 그녀의 목소리를 가지기로 한다. 3일 안에 왕자의 키스를 받지 못하면 우슬라에게 영혼을 빼앗기기 때문에 친구인 세바스찬과 플라우더는 갖은 방법을 써서라도 왕자와 에리얼이 잘 되도록 하려고 한다.,애니메이션 가족 판타지,witch princess sea daughter kingdom fireworks cartoon,https://image.tmdb.org/t/p/w500/dxEZkFIxuLjyS6VEHeirlURHlrt.jpg,1989
11135,코디와 생쥐구조대,오스트레일리아의 작은 집에서 어머니와 함께 살고 있는 코디는 동물 친구들과 함께 밀렵꾼들에 잡힌 동물들을 구조하는 일을 하는 평범한 남자아이다. 어느 날 팔로의 긴급 호출을 들은 코디는 황금독수리 마라후테가 악명 높은 밀렵꾼 퍼시벌 맥클리치에게 잡혔다는 이야기를 듣고 친구들과 함께 마라후테를 구하러 간다. 밧줄을 끊던 중 마라후테가 갑자기 흥분해 떨어질 위기에 놓이던 그 때 마라후테의 도움으로 목숨을 건지고 그녀와 친해진다. 마라후테는 자신을 구해준 코디에게 자신의 깃털을 선물하지만 돌아오던 길에 매클리치에게 들킨 코디는 매클리치에게 유괴당하고 마는데...,애니메이션 가족 모험,australia diamond kidnapping mouse alligator villain baby-snatching,https://image.tmdb.org/t/p/w500/5koTDBmMAkJOgAe4PL4163UKjvG.jpg,1990
10020,미녀와 야수,"18세기 프랑스의 작은 마을, 밝고 아름다운 소녀 벨은 아버지와 함께 단 둘이 살고 있다. 마을 청년 개스톤은 벨의 미모에 반해 끈질기게 구애를 하지만, 벨은 책 읽기만 즐기며 평범한 시골생활에서 벗어나기를 꿈꾼다. 그러던 어느 날, 아버지가 흉측한 야수의 성에 갇히게 되는 일이 벌어지고 벨은 아버지를 구하기 위해 아버지 대신 자신이 성에 남기로 한다. 그녀를 경계하던 야수는 순수하고 아름다운 벨에게 조금씩 마음을 열게 되고, 벨 또한 흉측한 외모에 가려진 야수의 따뜻한 영혼을 발견하게 된다. 한편 질투심에 눈이 먼 개스톤은 야수를 없애기 위해 마을 사람들을 이끌고 야수의 성으로 향하는데...",로맨스 가족 애니메이션 판타지,princess france prince castle villain rose musical,https://image.tmdb.org/t/p/w500/xN8yuKcIIQEJo1Cuk6RuZpV64Uh.jpg,1991
812,알라딘,"원숭이 아부와 함께 살아가는 아그라바의 좀도둑 알라딘은 어느 날 궁궐을 탈출한 술탄의 딸 자스민에게 한눈에 반한다. 술탄의 자리를 노리는 사악한 마법사 자파는 알라딘을 눈여겨보고 그에게 마법의 램프를 가져다주면 부자로 만들어 주겠다고 말한다. 동굴에 들어가서 램프를 찾던 알라딘은 도중에 동굴이 무너지는 바람에 갇히게 된다.  위기에 빠진 알라딘은 램프의 요정 지니와 마법 양탄자의 도움으로 동굴에서 탈출한다. 지니의 주인이 된 알라딘은 지니를 램프에서 구해주겠다고 약속하고, 지니의 힘을 빌어 왕자로 변신해 자스민에게 청혼하기 위해 아그라바로 돌아오는데...",애니메이션 가족 모험 판타지 로맨스,princess magic tiger cartoon villain parrot sultan,https://image.tmdb.org/t/p/w500/dNqpfCTQjUDRDGsaaAP6kdVAS8M.jpg,1992
8587,라이온 킹,아프리카의 평화로운 왕국 프라이드랜드. 이곳을 다스리는 사자 무파사의 아들 심바가 태어난다. 왕의 동생 스카는 자신이 왕위를 차지하기 위해 하이에나들과 결탁하여 무파사를 죽이고 심바에게 죄를 뒤집어 씌워 멀리 내쫓는다. 간신히 목숨을 건진 심바는 유쾌한 미어캣 티몬과 멧돼지 품바와 함께 생활하며 어른이 된다. 어느 날 심바는 옛 친구 날라를 만나 프라이드랜드가 파괴되고 있다는 소식을 듣게 된다. 하지만 자신이 저지른 실수 때문에 고향으로 돌아가기를 거부하는 심바. 결국 아버지의 가르침과 자신의 운명을 깨달은 심바는 스카와 하이에나들을 물리치고 평화를 되찾기 위해 왕국으로 돌아가는데...,애니메이션 가족 드라마,father murder loss of loved one africa lion cartoon manipulation villain,https://image.tmdb.org/t/p/w500/9Y048zYw66TWvpUtsiNK0uReiVX.jpg,1994
10530,포카혼타스,1607년 젊은 미남 선장 존 스미스는 황금에 눈 먼 총독 랫클리프와 신대륙을 향해 모험을 떠난다. 신대륙에 도착한 존 스미스는 미지의 세계에 대한 정열로 채굴광 부근 숲 속으로 정찰을 나간다.  한편 원주민 추장 포와탄의 딸인 포카혼타스는 아버지가 전사 코코움과 혼인을 맺어주려 하자 인생의 중요한 해답을 찾기 위해 버드나무 할머니를 찾아간다. 그곳에서 포카혼타스는 존 스미스를 만나게 된다. 서로 사랑에 빠진 두 사람의 관계와는 달리 포와탄 부족과 개척자의 관계는 계속 나빠진다. 그러던 어느날 코코움이 개척자에게 사살되고 그 장소에 있던 존 스미스는 부족에게 잡혀가게 되는데...,모험 애니메이션 가족 로맨스,culture clash cartoon villain colony forbidden love musical native american,https://image.tmdb.org/t/p/w500/tME6TSafIE2B3pjPqHAfxyBtTNz.jpg,1995
10545,노틀담의 꼽추,"흉측한 노틀담의 종지기 콰지모도는 대성당을 나가본 적이 없다. 파리의 영주이자 콰지모도의 주인인 클레드 프롤로는 집시인 콰지모도의 엄마를 죽이고 그것에 대한 속죄로 콰지모도를 키우고 있다. 언제나 대성당에만 있어야 하는 콰지모도, 청년이 된 그는 인간 세상에 나가고 싶어 만우제 가장행렬에 구경나와서 집시인 에스메랄다를 보고 반한다. 그러나 바보들의 왕을 뽑는 행사에서 콰지모도가 왕으로 뽑히고, 처음에 즐거워하던 사람들도 콰지모도가 변장한 것이 아니라 실제 얼굴임을 알고는 콰지모도를 공격하고 에스메랄다는 콰지모도를 구해게 되는데...",드라마 애니메이션 가족,"dance paris, france based on novel or book judge sword obsession mockery",https://image.tmdb.org/t/p/w500/ywa2tsh37i5Sv1Am8Hf3OFadica.jpg,1996
